Sale Date,Product Category,Region,Sales Amount,Cost of Goods,Profit
2023-04-26,Electronics,East,389.32,304.03,85.29
2023-06-05,Home Goods,North,623.76,382.06,241.7
2023-04-14,Home Goods,East,763.89,320.42,443.47
2023-05-15,Home Goods,South,413.02,285.97,127.05
2023-10-06,Home Goods,North,147.09,63.5,83.59
2023-07-12,Clothing,North,397.2,167.58,229.62
2023-09-08,Books,East,320.05,218.75,101.3
2023-03-10,Home Goods,South,840.45,613.32,227.13
2023-05-11,Electronics,East,640.76,351.17,289.59
2023-03-06,Home Goods,South,48.67,20.46,28.21
2023-01-29,Books,West,345.78,228.2,117.58
2023-05-09,Food & Beverage,South,755.89,341.05,414.84
2023-10-26,Food & Beverage,East,957.47,711.56,245.91
2023-12-20,Food & Beverage,West,707.15,498.5,208.65
2023-06-28,Food & Beverage,West,93.66,62.06,31.6
2023-01-06,Books,North,289.57,152.34,137.23
2023-04-17,Electronics,South,919.58,616.47,303.11
2023-08-08,Electronics,South,100.59,64.27,36.32
2023-10-21,Home Goods,South,784.98,518.82,266.16
2023-06-24,Books,South,390.74,264.94,125.8
2023-10-12,Electronics,South,716.35,293.46,422.89
2023-05-18,Books,North,714.22,347.48,366.74
2023-09-04,Electronics,North,718.39,465.6,252.79
2023-05-17,Home Goods,South,193.27,92.68,100.59
2023-01-31,Books,North,370.99,222.04,148.95
2023-11-10,Books,South,600.02,395.77,204.25
2023-11-12,Food & Beverage,West,928.27,623.58,304.69
2023-08-12,Electronics,West,103.82,54.51,49.31
2023-06-06,Food & Beverage,West,918.08,386.59,531.49
2023-01-06,Food & Beverage,North,979.86,501.46,478.4
2023-01-21,Books,North,268.43,151.6,116.83
2023-02-16,Clothing,South,425.18,212.9,212.28
2023-05-12,Food & Beverage,South,265.5,198.11,67.39
2023-02-09,Clothing,South,180.91,110.32,70.59
2023-09-19,Clothing,South,97.93,59.48,38.45
2023-09-14,Clothing,West,480.7,250.18,230.52
2023-04-08,Home Goods,North,64.68,38.92,25.76
2023-11-04,Books,South,740.61,443.86,296.75
2023-09-10,Home Goods,West,649.72,274.45,375.27
2023-08-16,Clothing,North,515.69,403.66,112.03
2023-02-20,Food & Beverage,South,270.47,195.27,75.2
2023-07-29,Electronics,South,181.26,129.38,51.88
2023-12-28,Electronics,East,707.49,518.95,188.54
2023-03-13,Books,South,492.46,340.61,151.85
2023-02-02,Home Goods,South,83.56,33.71,49.85
2023-07-30,Electronics,West,237.67,118.46,119.21
2023-10-16,Electronics,West,639.11,333.81,305.3
2023-04-19,Food & Beverage,West,597.93,397.74,200.19
2023-08-01,Electronics,South,679.53,339.97,339.56
2023-01-11,Books,West,710.68,384.62,326.06
2023-07-05,Clothing,East,679.52,340.8,338.72
2023-08-04,Books,North,429.73,215.1,214.63
2023-05-26,Electronics,South,641.74,357.15,284.59
2023-10-03,Clothing,East,609.91,258.34,351.57
2023-12-10,Food & Beverage,East,620.65,280.79,339.86
2023-01-06,Electronics,East,456.6,302.42,154.18
2023-08-03,Books,West,104.32,49.09,55.23
2023-12-26,Clothing,North,771.15,381.03,390.12
2023-07-25,Food & Beverage,South,997.29,433.79,563.5
2023-10-28,Home Goods,West,671.48,472.69,198.79
2023-08-02,Clothing,North,488.59,295.65,192.94
2023-09-02,Home Goods,East,461.39,246.55,214.84
2023-06-24,Books,South,901.19,640.48,260.71
2023-04-19,Books,East,96.86,72.53,24.33
2023-11-28,Clothing,South,72.26,41.35,30.91
2023-04-17,Food & Beverage,South,668.99,504.05,164.94
2023-04-05,Food & Beverage,East,210.76,112.66,98.1
2023-11-03,Food & Beverage,South,246.89,157.24,89.65
2023-08-14,Clothing,North,441.03,321.51,119.52
2023-06-10,Food & Beverage,North,162.53,119.74,42.79
2023-12-01,Food & Beverage,South,300.81,180.69,120.12
2023-09-18,Clothing,North,455.74,306.64,149.1
2023-12-21,Clothing,North,789.83,380.26,409.57
2023-02-19,Electronics,North,704.31,529.7,174.61
2023-02-11,Clothing,North,176.97,123.82,53.15
2023-01-06,Home Goods,East,610.7,403.22,207.48
2023-11-21,Home Goods,West,184.84,84.74,100.1
2023-04-28,Home Goods,South,828.82,516.63,312.19
2023-11-07,Books,South,798.69,580.98,217.71
2023-04-10,Home Goods,North,979.92,735.12,244.8
2023-01-20,Electronics,East,909.03,459.89,449.14
2023-03-28,Clothing,East,676.31,512.44,163.87
2023-01-09,Food & Beverage,West,681.52,340.99,340.53
2023-12-11,Food & Beverage,North,366.92,207.88,159.04
2023-10-23,Electronics,East,965.72,750.49,215.23
2023-04-16,Food & Beverage,South,718.12,311.73,406.39
2023-02-22,Home Goods,West,168.71,132.85,35.86
2023-07-08,Books,East,585.92,281.39,304.53
2023-06-28,Clothing,West,554.45,374.75,179.7
2023-05-21,Books,West,84.55,36.68,47.87
2023-07-06,Electronics,East,105.94,58.75,47.19
2023-07-20,Electronics,East,706.94,401.91,305.03
2023-05-03,Books,West,732.23,308.61,423.62
2023-08-01,Food & Beverage,North,190.59,150.64,39.95
2023-08-23,Home Goods,West,317.04,155.9,161.14
2023-08-04,Clothing,North,482.22,299.86,182.36
2023-10-23,Home Goods,South,999.37,554.67,444.7
2023-06-27,Clothing,East,717.84,569.81,148.03
2023-04-03,Food & Beverage,East,744.17,567.65,176.52
2023-01-13,Electronics,East,296.05,144.1,151.95
2023-05-09,Clothing,North,788.82,377.52,411.3
2023-02-05,Electronics,North,134.03,74.51,59.52
2023-04-15,Electronics,West,218.01,94.61,123.4
2023-05-19,Books,North,590.93,384.37,206.56
2023-04-29,Food & Beverage,South,275.13,139.86,135.27
2023-01-10,Home Goods,West,778.77,564.64,214.13
2023-08-22,Books,East,609.06,368.7,240.36
2023-08-29,Food & Beverage,West,861.64,643.73,217.91
2023-12-13,Books,West,972.25,583.07,389.18
2023-04-28,Books,East,764.96,431.53,333.43
2023-08-13,Home Goods,West,717.71,343.24,374.47
2023-05-07,Books,West,305.75,174.71,131.04
2023-11-11,Food & Beverage,North,414.95,206.42,208.53
2023-11-11,Food & Beverage,West,736.87,417.74,319.13
2023-06-09,Clothing,South,616.11,344.09,272.02
2023-10-14,Electronics,West,899.29,606.56,292.73
2023-07-07,Books,West,622.57,338.46,284.11
2023-11-09,Food & Beverage,South,965.49,541.91,423.58
2023-04-05,Books,North,750.66,546.8,203.86
2023-04-09,Food & Beverage,West,542.21,227.45,314.76
2023-04-11,Home Goods,West,956.2,449.44,506.76
2023-01-15,Home Goods,North,224.63,118.11,106.52
2023-05-25,Electronics,West,762.75,316.78,445.97
2023-04-12,Food & Beverage,West,956.18,582.35,373.83
2023-11-11,Books,West,255.44,187.64,67.8
2023-05-15,Food & Beverage,West,943.61,406.52,537.09
2023-10-23,Clothing,East,404.8,231.61,173.19
2023-04-28,Home Goods,West,830.71,640.79,189.92
2023-06-02,Home Goods,South,290.43,181.68,108.75
2023-11-14,Home Goods,North,418.47,209.84,208.63
2023-09-11,Electronics,East,509.09,253.82,255.27
2023-11-16,Electronics,West,592.02,250.2,341.82
2023-11-04,Clothing,West,682.33,434.43,247.9
2023-01-23,Home Goods,North,671.71,474.02,197.69
2023-06-09,Books,North,136.47,64.33,72.14
2023-01-31,Food & Beverage,West,518.48,237.86,280.62
2023-04-30,Food & Beverage,South,481.47,362.15,119.32
2023-09-13,Clothing,South,560.55,350.76,209.79
2023-01-13,Home Goods,East,331.32,151.74,179.58
2023-10-19,Food & Beverage,West,620.36,489.83,130.53
2023-07-16,Clothing,West,209.22,106.5,102.72
2023-12-18,Electronics,South,38.36,17.18,21.18
2023-10-19,Home Goods,East,573.22,267.79,305.43
2023-05-12,Electronics,South,603.06,283.0,320.06
2023-09-19,Home Goods,West,934.49,449.21,485.28
2023-02-08,Books,East,203.77,104.36,99.41
2023-05-30,Food & Beverage,West,547.67,344.03,203.64
2023-07-23,Electronics,North,66.34,39.27,27.07
2023-10-09,Home Goods,West,615.09,471.86,143.23
2023-05-08,Clothing,South,991.73,792.86,198.87
2023-02-05,Clothing,North,200.31,143.92,56.39
2023-04-23,Books,East,165.02,78.89,86.13
2023-09-20,Books,East,303.95,160.72,143.23
2023-04-05,Electronics,West,897.76,462.8,434.96
2023-04-10,Books,East,801.55,348.37,453.18
2023-11-30,Books,South,750.22,374.75,375.47
2023-11-18,Electronics,North,384.4,192.92,191.48
2023-09-17,Books,East,276.47,189.28,87.19
2023-02-04,Clothing,North,811.09,351.57,459.52
2023-12-03,Electronics,South,667.06,453.11,213.95
2023-11-27,Food & Beverage,East,732.36,412.98,319.38
2023-09-24,Electronics,South,590.33,284.98,305.35
2023-03-26,Electronics,South,269.64,201.46,68.18
2023-09-02,Electronics,West,490.61,378.6,112.01
2023-11-20,Food & Beverage,West,39.71,30.76,8.95
2023-10-20,Books,East,248.88,154.5,94.38
2023-07-01,Books,South,711.13,362.68,348.45
2023-03-16,Clothing,East,986.76,429.81,556.95
2023-04-21,Books,West,903.74,446.39,457.35
2023-09-09,Books,North,728.52,434.23,294.29
2023-06-09,Food & Beverage,East,160.37,71.58,88.79
2023-11-09,Books,East,866.03,520.33,345.7
2023-09-14,Home Goods,South,584.24,290.28,293.96
2023-04-20,Clothing,North,995.72,637.71,358.01
2023-12-02,Clothing,West,313.15,227.27,85.88
2023-06-15,Books,East,934.29,448.98,485.31
2023-12-03,Home Goods,West,500.39,217.83,282.56
2023-05-14,Home Goods,North,614.91,304.76,310.15
2023-11-10,Food & Beverage,West,618.39,449.46,168.93
2023-12-18,Home Goods,North,894.4,370.13,524.27
2023-06-19,Electronics,East,351.45,271.46,79.99
2023-10-22,Books,North,428.39,244.0,184.39
2023-01-05,Books,East,179.01,76.07,102.94
2023-08-17,Books,North,685.74,340.86,344.88
2023-12-24,Home Goods,East,724.47,410.82,313.65
2023-08-24,Food & Beverage,West,210.79,130.91,79.88
2023-04-28,Food & Beverage,East,971.76,768.03,203.73
2023-04-21,Home Goods,West,526.32,254.27,272.05
2023-04-17,Clothing,East,966.54,432.59,533.95
2023-01-16,Electronics,West,902.51,506.13,396.38
2023-08-03,Clothing,West,661.25,434.87,226.38
2023-12-18,Books,West,458.04,221.73,236.31
2023-12-29,Books,West,785.69,337.46,448.23
2023-06-18,Electronics,South,748.58,498.27,250.31
2023-04-23,Home Goods,South,617.17,484.41,132.76
2023-11-04,Clothing,East,44.18,26.4,17.78
2023-08-30,Books,South,93.1,56.29,36.81
2023-09-21,Clothing,North,686.37,339.65,346.72
2023-11-15,Electronics,North,216.24,160.07,56.17
2023-12-08,Electronics,South,131.67,54.45,77.22
2023-06-10,Food & Beverage,West,268.56,203.97,64.59
2023-11-22,Food & Beverage,East,598.25,257.27,340.98
2023-04-16,Electronics,West,486.83,385.8,101.03
2023-11-08,Food & Beverage,North,975.18,429.74,545.44
2023-10-24,Home Goods,South,502.73,359.14,143.59
2023-12-28,Food & Beverage,East,499.48,263.01,236.47
2023-04-21,Clothing,East,301.33,202.41,98.92
2023-03-20,Books,North,730.34,504.14,226.2
2023-11-21,Electronics,East,576.91,281.56,295.35
2023-01-27,Books,East,832.09,508.37,323.72
2023-09-20,Home Goods,North,495.61,274.81,220.8
2023-02-05,Electronics,South,908.26,602.26,306.0
2023-11-07,Home Goods,West,191.13,147.89,43.24
2023-09-19,Clothing,East,703.9,441.66,262.24
2023-06-30,Home Goods,East,534.61,270.19,264.42
2023-07-16,Home Goods,East,151.33,113.15,38.18
2023-11-20,Clothing,East,535.44,394.78,140.66
2023-08-20,Electronics,North,412.82,201.77,211.05
2023-04-06,Home Goods,North,826.38,463.1,363.28
2023-04-21,Home Goods,North,742.5,577.27,165.23
2023-10-02,Clothing,East,219.39,143.33,76.06
2023-03-11,Clothing,South,248.85,141.0,107.85
2023-07-08,Books,West,113.31,60.0,53.31
2023-03-26,Books,West,160.31,96.05,64.26
2023-03-17,Clothing,North,334.42,153.65,180.77
2023-02-06,Food & Beverage,South,474.37,332.84,141.53
2023-01-09,Books,South,72.94,31.33,41.61
2023-10-11,Clothing,North,27.76,13.29,14.47
2023-05-28,Clothing,North,764.51,376.22,388.29
2023-01-04,Clothing,West,114.25,86.06,28.19
2023-10-15,Home Goods,East,693.07,381.27,311.8
2023-08-31,Electronics,West,624.62,403.91,220.71
2023-06-17,Clothing,North,317.85,218.0,99.85
2023-04-12,Home Goods,West,220.3,139.22,81.08
2023-10-18,Electronics,North,820.72,442.29,378.43
2023-02-24,Home Goods,East,60.35,42.97,17.38
2023-10-08,Books,East,177.59,99.64,77.95
2023-05-03,Books,North,854.01,397.88,456.13
2023-01-06,Electronics,North,30.12,17.88,12.24
2023-05-06,Clothing,South,626.57,399.47,227.1
2023-06-17,Books,South,597.65,427.38,170.27
2023-03-18,Electronics,West,634.38,351.48,282.9
2023-01-12,Clothing,North,534.5,222.62,311.88
2023-06-29,Food & Beverage,North,289.22,193.01,96.21
2023-09-06,Home Goods,North,884.39,622.34,262.05
2023-10-26,Books,East,472.18,273.53,198.65
2023-10-17,Clothing,South,453.58,185.89,267.69
2023-02-18,Electronics,North,741.54,477.13,264.41
2023-08-24,Food & Beverage,North,567.85,335.96,231.89
2023-07-24,Food & Beverage,South,362.45,191.01,171.44
2023-06-29,Home Goods,South,909.23,409.18,500.05
2023-04-02,Books,East,75.15,30.24,44.91
2023-10-08,Electronics,South,442.52,182.89,259.63
2023-10-25,Food & Beverage,West,533.07,402.05,131.02
2023-02-04,Home Goods,North,46.55,21.73,24.82
2023-02-08,Electronics,South,543.7,355.47,188.23
2023-06-15,Books,East,890.51,555.1,335.41
2023-05-30,Food & Beverage,East,90.63,46.92,43.71
2023-10-26,Food & Beverage,South,339.37,170.78,168.59
2023-05-02,Electronics,South,133.83,82.81,51.02
2023-07-24,Food & Beverage,East,904.35,458.45,445.9
2023-02-01,Electronics,North,807.01,523.17,283.84
2023-11-07,Clothing,North,830.79,656.19,174.6
2023-05-05,Home Goods,East,113.96,54.7,59.26
2023-10-19,Home Goods,West,633.86,318.9,314.96
2023-12-30,Food & Beverage,South,133.46,79.78,53.68
2023-08-17,Clothing,North,868.29,677.16,191.13
2023-06-09,Food & Beverage,North,480.29,271.89,208.4
2023-05-30,Books,North,59.9,39.59,20.31
2023-11-22,Books,South,618.35,437.87,180.48
2023-11-13,Food & Beverage,South,279.24,202.41,76.83
2023-11-20,Books,North,696.26,295.61,400.65
2023-05-02,Home Goods,South,181.89,80.29,101.6
2023-03-05,Clothing,West,294.72,134.72,160.0
2023-09-07,Clothing,North,974.21,586.86,387.35
2023-05-01,Books,North,731.28,375.61,355.67
2023-05-22,Electronics,North,668.96,381.83,287.13
2023-06-26,Food & Beverage,South,865.38,409.89,455.49
2023-06-30,Home Goods,South,953.32,666.71,286.61
2023-01-14,Clothing,East,421.41,335.74,85.67
2023-04-08,Food & Beverage,West,897.83,584.31,313.52
2023-02-01,Home Goods,South,441.91,258.61,183.3
2023-09-02,Books,North,867.67,515.46,352.21
2023-03-29,Home Goods,North,828.24,575.92,252.32
2023-06-15,Books,South,351.65,206.04,145.61
2023-05-09,Books,North,720.27,393.73,326.54
2023-07-02,Books,North,327.67,169.25,158.42
2023-07-28,Home Goods,South,403.54,221.4,182.14
2023-11-21,Electronics,East,110.39,52.39,58.0
2023-07-08,Books,East,738.75,441.52,297.23
2023-03-01,Electronics,West,972.92,686.43,286.49
2023-01-07,Home Goods,West,974.86,440.27,534.59
2023-08-12,Food & Beverage,East,563.53,354.62,208.91
2023-09-21,Food & Beverage,North,57.56,37.43,20.13
2023-12-11,Electronics,North,290.87,124.49,166.38
2023-10-17,Books,South,336.53,166.96,169.57
2023-02-15,Home Goods,West,368.54,293.95,74.59
2023-10-04,Books,West,967.86,542.74,425.12
2023-09-26,Electronics,West,72.48,53.94,18.54
2023-06-17,Clothing,South,924.34,561.76,362.58
2023-06-14,Clothing,West,450.71,314.0,136.71
2023-07-20,Home Goods,South,993.26,639.58,353.68
2023-08-19,Home Goods,North,914.1,711.78,202.32
2023-10-25,Books,North,453.63,312.87,140.76
2023-10-13,Home Goods,North,882.41,535.46,346.95
2023-03-11,Clothing,South,612.96,308.59,304.37
2023-07-07,Food & Beverage,North,286.42,172.7,113.72
2023-12-30,Books,South,620.97,478.62,142.35
2023-01-08,Clothing,East,57.67,38.82,18.85
2023-06-13,Home Goods,South,479.58,254.69,224.89
2023-02-06,Food & Beverage,West,720.06,347.47,372.59
2023-11-30,Food & Beverage,South,713.94,452.22,261.72
2023-04-24,Food & Beverage,North,540.88,274.84,266.04
2023-03-29,Food & Beverage,South,857.17,645.51,211.66
2023-06-24,Electronics,North,935.99,400.94,535.05
2023-06-07,Food & Beverage,South,832.53,664.35,168.18
2023-06-26,Home Goods,West,997.05,524.74,472.31
2023-07-28,Books,North,803.6,451.02,352.58
2023-09-15,Food & Beverage,East,320.24,236.75,83.49
2023-06-18,Home Goods,West,630.19,286.84,343.35
2023-11-26,Books,East,230.79,181.85,48.94
2023-09-30,Books,South,554.36,433.76,120.6
2023-03-26,Books,East,656.37,453.53,202.84
2023-07-15,Books,South,509.62,348.31,161.31
2023-02-27,Clothing,North,770.71,478.43,292.28
2023-04-22,Clothing,South,327.91,256.06,71.85
2023-02-14,Food & Beverage,West,775.02,360.51,414.51
2023-12-27,Food & Beverage,North,457.57,252.43,205.14
2023-07-22,Home Goods,West,162.99,118.84,44.15
2023-10-02,Food & Beverage,West,761.16,389.24,371.92
2023-10-21,Electronics,East,465.33,228.42,236.91
2023-02-05,Books,East,926.09,537.75,388.34
2023-02-08,Electronics,East,448.77,316.04,132.73
2023-08-01,Home Goods,West,558.07,359.24,198.83
2023-12-24,Books,South,67.68,35.78,31.9
2023-07-18,Clothing,West,916.16,627.29,288.87
2023-11-06,Home Goods,North,337.52,173.97,163.55
2023-08-11,Books,West,379.37,269.65,109.72
2023-10-02,Home Goods,South,906.15,636.34,269.81
2023-11-03,Food & Beverage,South,885.7,472.33,413.37
2023-07-10,Clothing,West,158.33,113.76,44.57
2023-02-07,Electronics,North,163.07,72.46,90.61
2023-07-01,Home Goods,North,184.11,132.06,52.05
2023-09-23,Clothing,East,662.88,430.94,231.94
2023-05-21,Food & Beverage,East,228.45,160.16,68.29
2023-06-19,Electronics,East,986.88,555.74,431.14
2023-02-01,Clothing,North,515.74,361.9,153.84
2023-12-14,Food & Beverage,West,306.17,157.97,148.2
2023-04-07,Home Goods,South,166.66,122.64,44.02
2023-02-15,Books,East,483.97,211.55,272.42
2023-08-07,Home Goods,South,138.58,68.48,70.1
2023-05-09,Books,South,646.0,416.11,229.89
2023-04-23,Electronics,West,207.37,102.65,104.72
2023-04-02,Home Goods,East,946.65,432.1,514.55
2023-07-12,Home Goods,West,396.26,269.16,127.1
2023-01-12,Clothing,North,287.27,177.04,110.23
2023-06-21,Clothing,North,359.59,262.06,97.53
2023-02-17,Electronics,West,830.24,392.85,437.39
2023-09-04,Electronics,South,127.42,72.58,54.84
2023-09-24,Books,South,671.12,315.86,355.26
2023-03-11,Books,South,78.8,58.84,19.96
2023-04-08,Books,West,175.52,97.25,78.27
2023-04-04,Books,North,971.78,491.35,480.43
2023-11-01,Home Goods,East,938.78,547.01,391.77
2023-07-13,Electronics,East,72.03,52.12,19.91
2023-01-28,Electronics,West,860.02,488.68,371.34
2023-03-24,Food & Beverage,North,509.12,279.15,229.97
2023-09-10,Electronics,North,866.25,525.4,340.85
2023-06-13,Clothing,North,846.66,371.38,475.28
2023-09-26,Electronics,North,743.85,467.31,276.54
2023-07-16,Electronics,West,439.84,199.97,239.87
2023-10-25,Electronics,West,67.45,42.24,25.21
2023-09-09,Home Goods,East,772.55,361.55,411.0
2023-03-18,Books,West,275.29,180.07,95.22
2023-11-06,Electronics,East,932.16,684.4,247.76
2023-11-29,Home Goods,East,354.4,161.07,193.33
2023-11-07,Clothing,South,858.75,632.97,225.78
2023-06-22,Clothing,East,881.79,599.6,282.19
2023-07-07,Electronics,East,276.4,163.96,112.44
2023-01-20,Home Goods,East,510.83,207.31,303.52
2023-12-27,Electronics,South,435.16,317.95,117.21
2023-06-24,Clothing,East,974.81,688.17,286.64
2023-09-08,Food & Beverage,South,975.06,701.09,273.97
2023-10-28,Electronics,West,524.68,275.57,249.11
2023-04-25,Books,North,573.46,458.63,114.83
2023-09-18,Books,East,648.19,411.14,237.05
2023-06-06,Food & Beverage,West,237.3,159.11,78.19
2023-08-29,Food & Beverage,East,185.34,143.53,41.81
2023-04-13,Home Goods,West,807.98,602.69,205.29
2023-03-21,Food & Beverage,South,204.34,87.3,117.04
2023-03-29,Home Goods,East,208.33,94.87,113.46
2023-07-24,Clothing,North,227.75,126.51,101.24
2023-01-23,Electronics,West,142.4,58.07,84.33
2023-04-22,Food & Beverage,South,330.89,201.81,129.08
2023-08-11,Clothing,West,256.95,178.88,78.07
2023-06-27,Books,South,343.97,195.91,148.06
2023-05-04,Electronics,North,154.04,63.64,90.4
2023-04-30,Home Goods,South,564.3,231.76,332.54
2023-03-05,Food & Beverage,East,161.57,82.11,79.46
2023-01-05,Food & Beverage,West,427.88,301.13,126.75
2023-08-03,Clothing,North,811.46,630.04,181.42
2023-09-14,Food & Beverage,South,597.87,422.56,175.31
2023-03-26,Clothing,North,530.98,400.85,130.13
2023-08-02,Food & Beverage,North,823.11,591.9,231.21
2023-10-31,Electronics,West,215.27,105.43,109.84
2023-02-10,Food & Beverage,West,912.69,615.88,296.81
2023-04-30,Books,West,819.82,599.59,220.23
2023-10-08,Home Goods,South,69.28,51.96,17.32
2023-01-03,Books,South,134.16,94.82,39.34
2023-06-30,Books,West,814.27,385.1,429.17
2023-12-23,Clothing,North,440.05,262.63,177.42
2023-04-02,Electronics,North,827.27,419.48,407.79
2023-06-21,Books,East,138.61,85.8,52.81
2023-01-15,Food & Beverage,West,995.14,646.17,348.97
2023-07-15,Electronics,North,29.82,13.07,16.75
2023-04-02,Food & Beverage,South,938.78,456.66,482.12
2023-06-26,Electronics,West,351.21,161.93,189.28
2023-10-03,Clothing,West,507.39,359.4,147.99
2023-10-04,Food & Beverage,South,841.07,600.42,240.65
2023-02-20,Electronics,West,469.71,258.08,211.63
2023-01-25,Food & Beverage,East,488.37,360.86,127.51
2023-11-21,Clothing,North,302.32,180.94,121.38
2023-06-14,Home Goods,South,514.42,282.57,231.85
2023-08-08,Clothing,West,836.29,630.91,205.38
2023-04-04,Food & Beverage,South,497.04,214.16,282.88
2023-03-15,Home Goods,North,571.9,240.82,331.08
2023-11-30,Home Goods,South,242.97,177.69,65.28
2023-07-13,Clothing,South,304.36,148.58,155.78
2023-09-16,Books,North,123.15,86.19,36.96
2023-08-08,Books,North,80.47,39.2,41.27
2023-03-14,Electronics,East,814.06,608.07,205.99
2023-03-15,Home Goods,West,176.15,120.7,55.45
2023-11-01,Clothing,North,198.52,124.46,74.06
2023-08-31,Food & Beverage,East,716.83,348.41,368.42
2023-03-06,Food & Beverage,South,977.43,407.44,569.99
2023-08-16,Clothing,West,24.1,14.64,9.46
2023-06-29,Food & Beverage,West,82.22,39.46,42.76
2023-12-25,Books,North,437.57,314.07,123.5
2023-06-25,Clothing,South,474.0,229.48,244.52
2023-07-06,Clothing,East,910.89,531.97,378.92
2023-11-08,Clothing,South,196.58,120.88,75.7
2023-05-20,Food & Beverage,South,311.55,132.02,179.53
2023-09-17,Electronics,West,404.42,307.24,97.18
2023-06-24,Electronics,East,925.57,514.52,411.05
2023-01-25,Books,West,472.02,299.22,172.8
2023-09-05,Home Goods,West,377.27,253.08,124.19
2023-04-05,Books,South,411.02,328.5,82.52
2023-09-02,Food & Beverage,South,623.48,445.0,178.48
2023-02-27,Books,East,180.08,79.95,100.13
2023-01-04,Clothing,North,748.38,382.33,366.05
2023-07-15,Home Goods,North,928.55,462.13,466.42
2023-05-17,Food & Beverage,East,487.59,240.2,247.39
2023-12-17,Food & Beverage,South,200.0,116.65,83.35
2023-03-10,Books,East,696.91,432.8,264.11
2023-04-03,Clothing,East,158.99,71.39,87.6
2023-11-15,Food & Beverage,North,436.94,347.06,89.88
2023-08-29,Home Goods,East,645.17,479.99,165.18
2023-08-01,Electronics,South,56.06,26.88,29.18
2023-09-07,Home Goods,East,832.51,600.81,231.7
2023-06-05,Home Goods,South,816.38,639.4,176.98
2023-06-10,Books,North,39.18,31.09,8.09
2023-12-29,Food & Beverage,South,448.01,251.19,196.82
2023-01-11,Food & Beverage,East,436.99,283.86,153.13
2023-04-09,Food & Beverage,South,133.57,73.15,60.42
2023-10-08,Clothing,South,208.6,165.93,42.67
2023-04-22,Books,East,836.46,352.53,483.93
2023-02-12,Food & Beverage,West,298.82,237.49,61.33
2023-10-15,Electronics,East,213.82,94.1,119.72
2023-03-01,Food & Beverage,East,226.86,154.77,72.09
2023-08-28,Food & Beverage,West,170.54,113.93,56.61
2023-11-21,Clothing,North,665.97,462.49,203.48
2023-04-25,Food & Beverage,East,698.8,473.81,224.99
2023-11-02,Food & Beverage,West,796.37,527.12,269.25
2023-05-11,Books,East,25.21,11.95,13.26
2023-06-09,Clothing,East,132.46,70.17,62.29
2023-06-27,Clothing,West,890.24,610.48,279.76
2023-12-18,Clothing,North,916.66,513.41,403.25
2023-01-27,Food & Beverage,South,429.5,343.56,85.94
2023-08-15,Clothing,South,960.87,624.55,336.32
2023-04-27,Electronics,East,902.59,501.91,400.68
2023-04-05,Clothing,South,554.49,313.48,241.01
2023-03-29,Food & Beverage,South,425.23,337.1,88.13
2023-07-28,Home Goods,West,91.6,45.43,46.17
2023-03-12,Electronics,East,844.09,532.34,311.75
2023-06-24,Books,West,132.4,101.91,30.49
2023-02-21,Home Goods,West,694.63,438.4,256.23
2023-06-08,Books,North,183.84,132.56,51.28
2023-04-03,Electronics,East,17.68,8.92,8.76
2023-05-26,Clothing,East,486.18,200.92,285.26
2023-01-11,Food & Beverage,South,376.71,175.22,201.49
2023-02-16,Food & Beverage,West,193.51,85.16,108.35
2023-04-29,Clothing,South,658.14,381.79,276.35
2023-06-21,Books,South,549.98,419.29,130.69
2023-03-31,Electronics,South,659.67,320.06,339.61
2023-01-10,Electronics,South,227.29,144.44,82.85
2023-09-05,Electronics,West,237.24,125.6,111.64
2023-01-28,Food & Beverage,North,900.6,683.11,217.49
2023-06-26,Home Goods,West,169.56,112.8,56.76
2023-07-12,Home Goods,North,926.8,392.98,533.82
2023-10-01,Food & Beverage,South,803.22,589.82,213.4
2023-07-18,Books,South,332.81,233.64,99.17
2023-06-23,Electronics,South,266.08,190.09,75.99
2023-08-16,Home Goods,East,733.45,576.16,157.29
2023-12-24,Food & Beverage,West,47.31,22.2,25.11
2023-09-04,Electronics,South,344.37,234.52,109.85
2023-10-19,Food & Beverage,South,176.9,93.93,82.97
2023-05-30,Food & Beverage,North,466.99,312.26,154.73
2023-11-17,Clothing,South,338.2,261.65,76.55
2023-06-18,Books,West,964.07,610.93,353.14
2023-07-11,Food & Beverage,West,585.42,285.3,300.12
2023-10-27,Books,East,222.13,148.95,73.18
2023-09-01,Home Goods,South,181.84,143.59,38.25
2023-05-21,Books,South,911.94,500.53,411.41
2023-11-08,Electronics,South,624.12,280.85,343.27
2023-11-29,Home Goods,West,610.99,334.99,276.0
2023-03-03,Home Goods,East,931.26,419.26,512.0
2023-11-30,Food & Beverage,West,446.01,215.25,230.76
2023-12-29,Clothing,East,875.72,493.13,382.59
2023-04-20,Electronics,North,958.02,457.19,500.83
2023-09-16,Home Goods,East,369.36,271.4,97.96
2023-12-17,Food & Beverage,North,446.98,233.43,213.55
2023-04-29,Books,South,338.07,148.53,189.54
2023-10-23,Clothing,West,174.25,98.34,75.91
2023-11-02,Books,West,908.96,616.94,292.02
2023-02-23,Food & Beverage,East,876.39,555.53,320.86
2023-08-01,Electronics,North,798.41,436.0,362.41
2023-02-16,Food & Beverage,East,365.86,185.5,180.36
2023-12-17,Books,East,968.36,489.14,479.22
